Loan_Amount,OS_0,OS_1,OS_2,OS_3,OS_4,OS_5,OS_6,OS_7,OS_8,OS_9,OS_10,OS_11,OS_12,Payment_1,Payment_2,Payment_3,Payment_4,Payment_5,Payment_6,Payment_7,Payment_8,Payment_9,Payment_10,Payment_11,Payment_12,Spend_1,Spend_2,Spend_3,Spend_4,Spend_5,Spend_6,Spend_7,Spend_8,Spend_9,Spend_10,Spend_11,Spend_12,Delq1_1,Delq1_2,Delq1_3,Delq1_4,Delq1_5,Delq1_6,Delq1_7,Delq1_8,Delq1_9,Delq1_10,Delq1_11,Delq1_12,Delq2_1,Delq2_2,Delq2_3,Delq2_4,Delq2_5,Delq2_6,Delq2_7,Delq2_8,Delq2_9,Delq2_10,Delq2_11,Delq2_12,Delq3_1,Delq3_2,Delq3_3,Delq3_4,Delq3_5,Delq3_6,Delq3_7,Delq3_8,Delq3_9,Delq3_10,Delq3_11,Delq3_12,isFraud
200000,80233.42,80935.01,53565.6,53048.9,127785.45,21443.91,90903.58,109996.41,92729.16,46729.1,210647.45,306598.39,433279.87,80171,80936,51604,49212,127786,21444,90904,96915,92730,0,0,0,80872.59,53566.59,51087.3,123948.55,21444.46,90903.67,109996.83,79647.75,46729.94,163918.35,95950.94,126681.48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,116835.95,237290.22,-0.78,91048.96,126388.67,123543.26,73046.09,135120.52,185155.52,224260.19,47835.98,154942.01,75014.46,0,237291,0,86751,124734,103448,73047,0,0,224261,0,154943,120454.27,0,91049.74,122090.71,121888.59,52950.83,135121.43,50035,39104.67,47836.79,107106.03,75015.45,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,103475.16,195665.14,185812.4,84620.82,111396.53,111396.53,82112.98,209516.22,-0.78,95893.07,132309.18,319247.78,136737.29,0,195666,185813,84621,0,111397,0,209517,0,77991,0,285452,92189.98,185813.26,84621.42,111396.71,0,82113.45,127403.24,0,95893.85,114407.11,186938.6,102941.51,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,50684.31,30078.91,31400.74,73198.24,153155.35,19317.24,53528.1,56698.2,22063.13,36422.64,70054.11,33458.13,33458.13,50685,30079,0,0,153156,19318,53529,51220,22064,36423,70055,0,30079.6,31400.83,41797.5,79957.11,19317.89,53528.86,56699.1,16584.93,36423.51,70054.47,33459.02,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,63812.84,111436.75,10590.75,24886.75,80890.39,115770.17,748.1,84137.15,174812.11,241816.14,307872.63,75053.94,26996.57,0,100846,0,0,0,115771,0,0,0,0,258177,69183,47623.91,0,14296,56003.64,34879.78,748.93,83389.05,90674.96,67004.03,66056.49,25358.31,21125.63,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,116695.47,266175.1,107383.1,168678.92,61395.54,220641.86,159703.54,80211.75,16859.75,167601.07,208667.96,143136.76,209336.8,0,200026,94006,150422,0,194902,131313,63352,0,0,199963,128896,149479.63,41234,155301.82,43138.62,159246.32,133963.68,51821.21,0,150741.32,41066.89,134431.8,195096.04,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,67831.07,106548.81,23998.65,135847.43,52484.32,131787.37,265196.92,127599.14,69872.32,149334.99,55498.39,55498.39,2583.39,67832,106549,0,135848,0,0,225298,127600,57463,149335,0,52915,106549.74,23998.84,111848.78,52484.89,79303.05,133409.55,87700.22,69873.18,136925.67,55498.4,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,49908.64,98703.89,43677.16,1364.16,27844.52,23303.92,61322.97,53544.29,103831.82,142417.48,-0.52,31948.34,115091.37,0,98704,42313,0,22100,0,46686,0,0,142418,0,0,48795.25,43677.27,0,26480.36,17559.4,38019.05,38907.32,50287.53,38585.66,0,31948.86,83143.03,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,96511.85,202619.23,318784.77,92662.97,42830.2,104372.05,107377.61,187882.72,86634.95,157560.68,118822.47,96344.47,96344.47,0,0,318785,92663,40542,0,0,187883,70862,157561,114216,0,106107.38,116165.54,92663.2,42830.23,102083.85,3005.56,80505.11,86635.23,141787.73,118822.79,91738,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,63206.87,124360.39,234263.05,351304.13,367668.98,111265.08,15860.08,25465.36,5265.36,59116.74,104693.82,90689.98,267442.59,0,0,0,0,323047,95405,0,20200,0,59117,104694,0,61153.52,109902.66,117041.08,16364.85,66643.1,0,9605.28,0,53851.38,104694.08,90690.16,176752.61,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,11656.57,-0.43,13580.71,53534.36,86358.61,5205.15,24824.06,-0.94,23682.66,27311.17,32804.66,18868.5,48883.28,11657,0,0,0,86359,0,24825,0,23683,27312,27660,18869,0,13581.14,39953.65,32824.25,5205.54,19618.91,0,23683.6,27311.51,32805.49,13723.84,48883.78,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,35941.6,88090.93,69478.73,57281.86,-0.14,42235.33,48662.62,56437.39,43907.14,63550.44,8803.63,62817.01,162817.01,0,88091,69479,57282,0,42236,48663,56438,43121,63551,0,0,52149.33,69478.8,57282.13,0,42235.47,48663.29,56437.77,43907.75,62764.3,8804.19,54013.38,100000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,84828.69,147415.75,48547.07,-0.93,-0.93,73457.58,187168.37,298410.09,94598.87,202357.64,272097.43,392312.25,484503.46,84829,118190,48548,0,0,0,0,284159,0,0,0,0,147416.06,19321.32,0,0,73458.51,113710.79,111241.72,80347.78,107758.77,69739.79,120214.82,92191.21,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,37406.77,23031.36,-0.64,56415.3,48808.46,95594.86,135765.91,34316.97,56308.4,56308.4,24661.14,68250.55,101428.05,37407,23032,0,45899,0,0,135766,28015,0,56309,24662,0,23031.59,0,56415.94,38292.16,46786.4,40171.05,34317.06,50006.43,0,24661.74,68251.41,33177.5,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,67907.62,68521.8,128695.95,-0.05,101349.95,145402.88,122539.36,122539.36,200529.46,31673.94,1919.94,98211.88,202272.57,67504,0,128696,0,0,145403,0,0,200530,29754,1920,0,68118.18,60174.15,0,101350,44052.93,122539.48,0,77990.1,31674.48,0,98211.94,104060.69,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,116959.07,211047.8,25989.24,191133.48,294135.33,133749.07,239723.9,153789.07,321826.6,119208.72,116821.22,264700.32,245379.82,116960,211048,0,0,294136,0,210898,0,321827,119209,0,264701,211048.73,25989.44,165144.24,103001.85,133749.74,105974.83,124963.17,168037.53,119209.12,116821.5,147879.1,245380.5,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,130606.81,130606.81,93210.15,185886.25,259563.52,163116.45,242216.37,385495.27,-0.73,106672.59,125191.46,15428.5,168098.06,0,106352,0,0,259564,0,0,385496,0,106673,112427,15429,0,68955.34,92676.1,73677.27,163116.93,79099.92,143278.9,0,106673.32,125191.87,2664.04,168098.56,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,167877.19,162410.5,154465.44,17191.44,90874.16,78003.3,186592.73,304101.94,13701.1,155161.52,147228.19,25670.52,319283.9,167878,162411,137274,17192,90875,78004,0,304102,13702,155162,147229,0,162411.31,154465.94,0,90874.72,78004.14,186593.43,117509.21,13701.16,155162.42,147228.67,25671.33,293613.38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,51040.87,55459.55,2473.55,24982.2,72122.48,57779.32,161026.88,97832.05,202323.74,73111.8,106850.98,88717.24,67109.25,51041,52986,0,0,62602,0,123982,0,202324,0,81088,88718,55459.68,0,22508.65,47140.28,48258.84,103247.56,60787.17,104491.69,73112.06,33739.18,62954.26,67110.01,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,37071,47298.04,20897.79,26100.02,22802.38,33051.09,69796.24,129827.41,129827.41,178945.38,-0.62,19671.93,64422.36,37071,47299,20898,26101,22803,30047,0,0,0,178946,0,0,47298.04,20898.75,26100.23,22803.36,33051.71,66792.15,60031.17,0,49117.97,0,19672.55,44750.43,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
470000,157219.38,127638.92,225132.66,246306.85,161765.64,219599.2,159544.14,357175.89,223198.94,148421.28,434839.3,230594.58,355001.39,145963,127639,0,246307,138740,219600,0,328056,223199,0,418677,200454,116382.54,225132.74,21174.19,161765.79,196573.56,159544.94,197631.75,194079.05,148421.34,286418.02,214432.28,324860.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,32104.77,106368.9,41758.21,84027.91,29490.32,29490.32,13145.12,32875.97,48366.45,55395.87,105919.59,138997.28,47837.95,0,106369,0,70086,0,29491,13146,0,48367,0,0,116691,74264.13,41758.31,42269.7,15548.41,0,13145.8,32876.85,15490.48,55396.42,50523.72,33077.69,25531.67,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,68727.41,125996.44,215212.6,270882.99,99228.48,149057.42,228123.55,74183.37,84515.66,84515.66,177785.67,-0.33,43241.21,0,0,0,270883,0,0,228124,74184,0,0,177786,0,57269.03,89216.16,55670.39,99228.49,49828.94,79066.13,74183.82,84516.29,0,93270.01,0,43241.54,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,98166.86,47559.17,57711.84,81619.58,125069.8,64128.24,135524.95,108283.1,97058.33,134176.46,67199.95,-0.05,61047.01,98167,0,50384,0,125070,0,135525,108284,0,134177,67200,0,47559.31,10152.67,74291.74,43450.22,64128.44,71396.71,108283.15,97059.23,37118.13,67200.49,0,61047.06,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,50362,86151.97,17719.97,56435.2,67260.32,16566.32,1268.32,55962.02,124421.35,106516.7,156247.2,156247.2,156247.2,48517,68432,15478,0,50694,15298,0,0,102612,0,0,0,84306.97,0,54193.23,10825.12,0,0,54693.7,68459.33,84707.35,49730.5,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
246000,67268.43,109367.46,125491.12,125491.12,62819.14,-0.86,150550.81,254702.6,147119.58,141964.9,223234.82,389144.84,148891.52,67269,109368,0,125492,62820,0,0,254703,147120,0,0,389145,109368.03,125491.66,0,62820.02,0,150551.67,104151.79,147119.98,141965.32,81269.92,165910.02,148891.68,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,42742.47,42554.63,182554.63,116360.95,54540.87,23314.37,108605.44,42830.4,23063.23,17794.33,20995.97,48725.37,139999.37,37651,0,176280,116361,47238,0,108606,35378,23064,17795,0,48726,37463.16,140000,110086.32,54540.92,16011.5,85291.07,42830.96,15610.83,17795.1,20996.64,27729.4,140000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,85533.18,35589.28,69189.69,171257.41,145871.08,91581.43,250878.43,84673.5,84673.5,139612.72,80273.36,187198.09,240149.65,85534,0,0,130492,113919,0,250879,0,64479,110881,0,0,35590.1,33600.41,102067.72,105105.67,59629.35,159297,84674.07,0,119418.22,51541.64,106924.73,52951.56,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,34366.8,103311.15,103311.15,115527.32,172816.29,67167.69,99725.91,99725.91,32746.17,101262.15,57486.62,41575.44,55518.22,0,0,0,0,172817,0,0,98365,0,86100,57487,41576,68944.35,0,12216.17,57288.97,67168.4,32558.22,0,31385.26,68515.98,42324.47,41575.82,55518.78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,45388.24,123035.21,95952.65,74698.41,151129.6,-0.4,-0.4,-0.4,60122.68,75719.13,90825.55,42788.44,56514.23,0,123036,95953,0,151130,0,0,0,60123,75720,89571,42789,77646.97,95953.44,74698.76,76431.19,0,0,0,60123.08,75719.45,90826.42,41533.89,56514.79,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,68114.61,160377.99,124103.89,242745.09,110241.65,107340.51,97154.63,43788.68,39001.99,93215.58,144039.35,59003.47,103381.75,0,151020,0,182996,106551,102974,97155,40642,0,93188,136626,53997,92263.38,114745.9,118641.2,50492.56,103649.86,92788.12,43789.05,35855.31,54213.59,144011.77,51590.12,98375.28,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,27829.63,68776.95,82072.99,27147.72,122660.85,41869.54,47222.23,147893.6,53748.71,151823.3,38289.74,56230.85,139727.1,27830,60670,81093,22839,110335,38008,0,124285,0,151824,37513,0,68777.32,73966.04,26167.73,118352.13,29543.69,43360.69,100671.37,30140.11,98074.59,38290.44,55454.11,83496.25,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,85620.04,106883.93,123793.19,211255.32,83910.15,-0.85,142485.11,152151.43,123106.37,194164.71,143259.51,149278.8,163720.51,64615,0,123794,211256,83911,0,121628,152152,103337,153177,143260,149279,85878.89,16909.26,211256.13,83910.83,0,142485.96,131294.32,123106.94,174395.34,102271.8,149279.29,163720.71,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,65305.75,69117.43,40003.06,106920.25,129252.37,83642.19,86264.17,163926.96,201565.97,32058.3,95111.65,19419.21,66226.52,65306,68376,0,0,129253,0,0,0,201566,0,80440,0,69117.68,39261.63,66917.19,22332.12,83642.82,2621.98,77662.79,37639.01,32058.33,63053.35,4747.56,46807.31,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,32018.38,47899.49,37852.16,66541.91,133177.12,183736.7,211714.13,240453.23,54761.23,30934.16,99356.4,99356.4,14221.4,0,47900,37853,0,0,0,0,185692,52125,0,0,85135,15881.11,37852.67,66542.75,66635.21,50559.58,27977.43,28739.1,0,28297.93,68422.24,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,97165.8,77181.76,122432.27,86367,197660,99902.89,135917.53,152649.59,24446.99,2911.27,9052.48,110102.92,154155.67,97166,77182,122433,0,162313,88762,135918,152650,24447,2912,9053,87910,77181.96,122432.51,86367.73,111293,64555.89,124776.64,152650.06,24447.4,2911.28,9053.21,110103.44,131962.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,10857.42,31384.4,40699.39,3937.25,19269.58,26097.72,17042.16,7794,18393.52,24969.88,32013.4,8788.07,10185.01,0,0,40700,0,0,26098,16384,0,0,0,24902,8789,20526.98,9314.99,3937.86,15332.33,6828.14,17042.44,7135.84,10599.52,6576.36,7043.52,1676.67,10185.94,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,80797.4,51966.14,65113.12,132442.42,81384.64,-0.36,-0.36,61184.39,140663.5,-0.5,70737.81,45951.19,133170.26,80798,51967,0,132443,81385,0,0,54763,140664,0,64629,35117,51966.74,65113.98,67329.3,81385.22,0,0,61184.75,134242.11,0,70738.31,39842.38,122336.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,73869.5,33544.5,172111.49,148841.24,148841.24,321307.69,156815.75,136841.18,175096.29,193292.64,111745.26,134005,277088,40325,18936,157033,0,0,315045,139077,0,0,153990,110615,86917,0,157502.99,133762.75,0,172466.45,150553.06,119102.43,38255.11,18196.35,72442.62,132874.74,230000,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,30618.18,57244.62,64261.34,64261.34,14225.79,22274.31,69440.66,87862.99,54088.93,42867.37,66484.71,55703.41,55703.41,0,0,0,51045,11492,0,0,87863,54089,0,64260,0,26626.44,7016.72,0,1009.45,19540.52,47166.35,18422.33,54088.94,42867.44,23617.34,53478.7,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,33090.01,78504.85,4950.85,52187.09,136615.52,189441.55,63344.56,45526.03,49678.16,117668.39,56088.8,52059.79,70780.19,33091,73554,0,0,0,189442,63345,45527,0,97598,56089,51068,78505.84,0,47236.24,84428.43,52826.03,63345.01,45526.47,49679.13,67990.23,36018.41,52059.99,69788.4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,37589.87,65002.21,98281.62,122492.77,43413.39,143872.19,42381.86,94697.46,33719.92,56262.36,87248.62,27069.72,148240.13,37590,65003,0,122493,40578,141345,42382,94698,0,56263,87249,26964,65002.34,98282.41,24211.15,43413.62,141036.8,39854.67,94697.6,33720.46,22542.44,87249.26,27070.1,148134.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,37258.58,37761.81,96379.31,40613.45,56421.99,42857.74,44403.15,113421.82,61707.55,-0.45,43329.65,66460.7,45595.42,33805,0,82116,40614,56422,42353,0,90855,61708,0,43330,59013,34308.23,58617.5,26350.14,56422.54,42857.75,43898.41,69018.67,39140.73,0,43330.1,66461.05,38147.72,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,66403.31,54836.55,41891.63,114574.09,161656.01,79262.83,68283.07,68283.07,101785.79,86980.58,31858.02,3702.02,108935.61,66404,54837,0,0,161657,79263,0,58304,101786,82419,28156,3703,54837.24,41892.08,72682.46,47081.92,79263.82,68283.24,0,91806.72,86980.79,27296.44,0,108936.59,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59000,29741.6,48224.21,-0.79,-0.79,14176.4,14176.4,28737.83,20901.27,32041.02,56747.14,89869.57,120164.99,120164.99,0,48225,0,0,0,12942,27296,0,0,0,0,0,18482.61,0,0,14177.19,0,27503.43,19459.44,11139.75,24706.12,33122.43,30295.42,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,73876.2,203264.37,97513.12,11460.12,97300.59,156932.26,22152.26,64785.85,18167.25,86290.04,216850.94,94557.1,43613.58,0,187918,86053,11461,0,134780,22153,63711,18168,0,216851,93196,129388.17,82166.75,0,97301.47,59631.67,0,64786.59,17092.4,86290.79,130560.9,94557.16,42252.48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,30351.76,34986.25,1165.25,1165.25,21064.06,13131.32,17656.65,35800.9,69440.58,79879.41,24429.31,24591.56,31717.09,30352,33821,0,0,18116,13132,0,0,0,67805,23006,21419,34986.49,0,0,19898.81,10183.26,17657.33,18144.25,33639.68,10438.83,12354.9,23168.25,28544.53,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,109529.78,233231.73,241538.58,411822.82,511988.24,622296.43,622296.43,162987.48,215794.79,336041.39,-0.61,257899.07,-0.93,109530,198665,0,0,0,0,590225,146738,0,336042,0,257900,233231.95,206971.85,170284.24,100165.42,110308.19,0,130916.05,199545.31,120246.6,0,257899.68,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,96694.96,162396.64,346013.89,120529.96,81074.98,47522.33,135955.06,63191.42,146054.17,184836.99,31989.48,203078.82,24691.77,0,0,336648,120530,70393,47523,135956,63192,124732,177181,0,203079,65701.68,183617.25,111164.07,81075.02,36840.35,135955.73,63192.36,146054.75,163514.82,24333.49,171089.34,24691.95,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,32404.54,86652.6,25620.61,171.68,69526.75,50551.19,88104.05,61250.5,94776.14,62760.04,112318.97,22869.97,81325.74,24522,66791,25621,138,69527,0,88105,0,81980,0,89449,20634,78770.06,5759.01,172.07,69493.07,50551.44,37552.86,61251.45,33525.64,49963.9,49558.93,0,79089.77,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,27630,20109.6,38120.32,30774.08,42176.31,84285.06,31950.51,17558.17,32928.88,43905.99,90960.71,101113.54,46876.38,27630,20110,38121,30479,0,84286,28127,17559,0,0,0,101114,20109.6,38120.72,30774.76,41881.23,42108.75,31951.45,13734.66,32929.71,10977.11,47054.72,10152.83,46876.84,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,56501.2,22353.24,22353.24,48389.05,-0.95,-0.95,32906.11,69705.67,40637.07,69858.76,-0.24,-0.24,-0.24,56502,0,22354,48390,0,0,28201,69706,36511,69859,0,0,22354.04,0,48389.81,0,0,32907.06,65000.56,40637.4,65732.69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,45465.58,77911.34,63755.24,24135.93,100425.63,3499.63,83825.76,37656.8,47863.98,156553.19,119696.7,169109.41,103867.65,0,65063,63756,0,96926,3500,83826,37657,0,141035,0,169110,32445.76,50906.9,24136.69,76289.7,0,83826.13,37657.04,47864.18,108689.21,104178.51,49412.71,103868.24,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,24941.07,4831.32,21774.61,20237.95,18156.3,32694.18,53975.38,15659.85,17907.81,33478.65,55907.33,11783.5,51764.5,24942,4832,21775,20238,18157,0,53976,15660,0,0,55908,10019,4832.25,21775.29,20238.34,18156.35,32694.88,21281.2,15660.47,17907.96,15570.84,22428.68,11784.17,50000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,78014.15,163472.36,94216.44,134784.3,100664.7,170955.82,191809.62,65189.12,141227.74,84330.53,100773.61,2484.39,167589,0,133128,0,113733,0,129907,179037,0,141228,68159,100774,2392,85458.21,63872.08,40567.86,79613.4,70291.12,150760.8,52416.5,76038.62,84330.79,84602.08,2484.78,167496.61,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,34605.63,23399.09,107548.6,35656.6,86914.06,79977.74,120587.51,73652.86,146142.22,177387.32,88553.71,203154.65,116816.3,34606,20435,91117,35657,81209,65719,99097,0,0,163265,0,176532,23399.46,104584.51,19225,86914.46,74272.68,106328.77,52162.35,72489.36,31245.1,74431.39,114600.94,90193.65,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,59878.14,-0.86,-0.86,11548.45,11548.45,78958.17,52183.68,126029.78,55261.32,25264.92,36345.69,28552.71,40554.2,59879,0,0,0,9273,78959,0,126030,53985,20967,36346,28553,0,0,11549.31,0,76682.72,52184.51,73846.1,55261.54,23988.6,32047.77,28553.02,40554.49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,85033.96,75588.41,48317.79,48317.79,133970.32,178318.09,328982.64,59687.18,106341.82,73402.5,-0.5,108012.32,117060.04,85034,75589,0,48318,126201,0,328983,57407,106342,73403,0,108013,75588.45,48318.38,0,133970.53,170548.77,150664.55,59687.54,104061.64,73402.68,0,108012.82,117060.72,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,37771.22,56171.73,38195.78,30472.01,55705.5,31025.45,62691.19,70696.11,51958.31,51847.08,60292.59,127614.92,127614.92,37772,56172,38196,25663,55706,28068,0,70697,51959,51848,0,0,56172.51,38196.05,30472.23,50896.49,31025.95,59733.74,8004.92,51959.2,51847.77,60293.51,67322.33,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
